DataHora ; Protocolo ; IP_Origem ; Porta_Origem ; IP_Destino ; Porta_Destino ; Tamanho
DataHora ; Protocolo ; IP_Origem ; Porta_Origem ; IP_Destino ; Porta_Destino ; Tamanho
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:48 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 18:52:49 ; UDP ; 172.31.66.101 ; 38595 ; 172.31.66.1 ; 5001 ; 1502
